,FilingDate,TradeDate,Ticker,Company,Name,Role,TradeType,Share Price,NoShares,DollarAmount,PercentChange,DollarIncrease,
,10/06/2020 11:49,09/06/2020,RILY,"B. Riley Financial, Inc.",Riley Bryant R,"COB, Co-CEO, 10%",P - Purchase,$22.85,20000,4903776,0%,"+$457,040",
,10/06/2020 16:06,09/06/2020,TXMD,"Therapeuticsmd, Inc.",Finizio Robert G,CEO,P - Purchase,$1.44,46000,20401964,0%,"+$66,360",
,10/06/2020 16:44,09/06/2020,WOW,"Wideopenwest, Inc.",Elder Teresa L,CEO,P - Purchase,$6.94,7202,1626659,0%,"+$49,988",
,08/06/2020 17:15,08/06/2020,AQMS,"Aqua Metals, Inc.",Cotton Stephen,CEO,P - Purchase,$0.87,50069,729379,7%,"+$43,560",
M,09/06/2020 18:10,08/06/2020,PACK,Ranpak Holdings Corp.,Asali Omar,"CEO, Exec COB",P - Purchase,$7.60,32850,5243713,1%,"+$249,821",
,09/06/2020 18:14,08/06/2020,PACK,Ranpak Holdings Corp.,Drew William,Interim CFO,P - Purchase,$7.58,5000,150567,3%,"+$37,915",
,04/06/2020 15:08,04/06/2020,HBMD,Howard Bancorp Inc,Carpenter Robert L Jr,"EVP, CFO",P - Purchase,$10.40,2500,2500,New,"+$26,000",
,04/06/2020 07:26,03/06/2020,OPK,"Opko Health, Inc.",Frost Phillip Md Et Al,"CEO, COB, 10%",P - Purchase,$2.27,100000,223417822,0%,"+$227,000",
M,04/06/2020 09:01,03/06/2020,RILY,"B. Riley Financial, Inc.",Riley Bryant R,"COB, Co-CEO, 10%",P - Purchase,$20.81,40000,4883776,1%,"+$832,260",
M,04/06/2020 17:38,03/06/2020,CLRO,Clearone Inc,Hakimoglu Zeynep,"Pres, CEO",P - Purchase,$1.96,20000,847811,2%,"+$39,275",
,02/06/2020 16:20,02/06/2020,RCMT,Rcm Technologies Inc,Miller Kevin D,CFO,P - Purchase,$1.20,150000,614231,32%,"+$180,000",
,03/06/2020 07:54,02/06/2020,OPK,"Opko Health, Inc.",Frost Phillip Md Et Al,"CEO, COB, 10%",P - Purchase,$2.42,100000,223317822,0%,"+$242,410",
,01/06/2020 16:36,01/06/2020,IGEN,Igen Networks Corp,Chan Neil Gene,CEO,P - Purchase,$0.00,16828800,26626911,172%,"+$42,072",
M,29/05/2020 11:30,29/05/2020,BSGM,"Biosig Technologies, Inc.",Londoner Kenneth L,"CEO, 10%",P - Purchase,$9.26,4000,2464082,0%,"+$37,020",
,29/05/2020 07:21,28/05/2020,OPK,"Opko Health, Inc.",Frost Phillip Md Et Al,"CEO, COB, 10%",P - Purchase,$2.16,100000,223217822,0%,"+$215,975",
,29/05/2020 19:59,28/05/2020,DRAD,Digirad Corp,Noble David J.,COO, CFO,P - Purchase,$2.24,20000,51562,63%,
,27/05/2020 15:40,27/05/2020,CSWI,"Csw Industrials, Inc.",Perry James E,"EVP, CFO",P - Purchase,$69.68,5000,5000,New,"+$348,400",
,27/05/2020 18:24,27/05/2020,NARI,"Inari Medical, Inc.","Hill, Mitch C.",CFO,P - Purchase,$19.00,9100,9100,New,"+$172,900","+$44,800"
,27/05/2020 18:27,27/05/2020,NARI,"Inari Medical, Inc.",Hoffman William,"Pres, CEO",P - Purchase,$19.00,13095,1321916,1%,"+$248,805",
,28/05/2020 20:06,27/05/2020,OPRT,Oportun Financial Corp,Vazquez Raul,CEO,P - Purchase,$9.74,51313,299881,21%,"+$499,966",
,26/05/2020 10:57,26/05/2020,BSGM,"Biosig Technologies, Inc.",Londoner Kenneth L,"CEO, 10%",P - Purchase,$10.84,3600,2460082,0%,"+$39,014",
D,27/05/2020 08:03,26/05/2020,OPK,"Opko Health, Inc.",Frost Phillip Md Et Al,"CEO, COB, 10%",P - Purchase,$2.35,250000,223117822,0%,"+$587,986",
,27/05/2020 09:14,26/05/2020,TURN,180 Degree Capital Corp. /ny/,Rendino Kevin,"COB, CEO",P - Purchase,$1.54,18753,891796,2%,"+$28,880",
M,27/05/2020 16:11,26/05/2020,FLXN,Flexion Therapeutics Inc,Clayman Michael D.,"Pres, CEO",P - Purchase,$9.75,10256,824845,1%,"+$99,996",
,22/05/2020 19:08,22/05/2020,HFFG,Hf Foods Group Inc.,Zhang Xiao Mou,Co-CEO,P - Purchase,$6.45,53786,3143140,2%,"+$346,699",
,20/05/2020 14:55,20/05/2020,FNLC,"First Bancorp, Inc /me/",McKim Tony C,"Pres, CEO",P - Purchase,$19.59,2000,98907,2%,"+$39,180",
,21/05/2020 13:51,20/05/2020,TSC,"Tristate Capital Holdings, Inc.",Fetterolf Brian S,"CEO, TSC Bank, Dir TSC",P - Purchase,$16.49,3000,310206,1%,"+$49,460",
,21/05/2020 17:44,20/05/2020,BW,"Babcock & Wilcox Enterprises, Inc.",Salamone Louis Jr,CFO,P - Purchase,$2.08,25000,48842,105%,"+$52,000",
,19/05/2020 16:28,19/05/2020,ETRN,Equitrans Midstream Corp,Karam Thomas F,"COB, CEO",P - Purchase,$7.97,45000,844255,6%,"+$358,650",
,20/05/2020 09:18,19/05/2020,CCRN,Cross Country Healthcare Inc,Clark Kevin Cronin,"Pres, CEO",P - Purchase,$5.89,9044,507350,2%,"+$53,230",
M,19/05/2020 09:11,18/05/2020,WSR,Whitestone Reit,Mastandrea James C,"COB, CEO",P - Purchase,$5.75,18000,1449461,1%,"+$103,500",
,19/05/2020 16:06,18/05/2020,FHB,"First Hawaiian, Inc.",Mallela Ravi,"EVP, CFO",P - Purchase,$15.20,3290,59197,6%,"+$50,008",
,19/05/2020 17:03,18/05/2020,ESTE,Earthstone Energy Inc,Lumpkin Mark Jr,"EVP, CFO",P - Purchase,$2.25,15000,182747,9%,"+$33,750",
,19/05/2020 17:06,18/05/2020,CARR,Carrier Global Corp,Gitlin David L.,"Pres, CEO",P - Purchase,$17.45,57580,70473,447%,"+$1,004,765",
,15/05/2020 13:18,15/05/2020,AT,Atlantic Power Corp,Moore James J Jr,CEO,P - Purchase,$1.86,25000,1101726,2%,"+$46,500",
,15/05/2020 14:24,15/05/2020,HTA,"Healthcare Trust of America, Inc.",Milligan Robert A,CFO,P - Purchase,$23.75,2000,170212,1%,"+$47,500",
,15/05/2020 15:45,15/05/2020,CCNE,Cnb Financial Corp/pa,Bower Joseph B Jr,"Pres, CEO",P - Purchase,$14.13,2000,48729,4%,"+$28,260",
A,15/05/2020 16:33,15/05/2020,OEC,Orion Engineered Carbons S.A.,Crenshaw Lorin,CFO,P - Purchase,$7.37,14750,26206,129%,"+$108,708",
,14/05/2020 16:37,14/05/2020,ETH,Ethan Allen Interiors Inc,Kathwari M Farooq,"COB, Pres, CEO, 10%",P - Purchase,$9.81,10000,1944377,1%,"+$98,059",
,14/05/2020 16:51,14/05/2020,CRK,Comstock Resources Inc,Allison M Jay,"COB, CEO",P - Purchase,$4.75,40000,1326601,3%,"+$190,028",
D,14/05/2020 16:53,14/05/2020,CRK,Comstock Resources Inc,Burns Roland O,"Pres, CFO",P - Purchase,$4.74,25000,778440,3%,"+$118,533",
,14/05/2020 17:02,14/05/2020,MDU,Mdu Resources Group Inc,Barney David C,"Pres, CEO-Knife River",P - Purchase,$19.95,1500,48037,3%,"+$29,925",
,14/05/2020 17:29,14/05/2020,STRO,"Sutro Biopharma, Inc.",Newell William J,CEO,P - Purchase,$7.75,64516,203295,46%,"+$499,999",
,14/05/2020 19:44,14/05/2020,FNB,Fnb Corp/pa/,Calabrese Vincent J,CFO,P - Purchase,$6.56,20000,229613,10%,"+$131,200",
,14/05/2020 19:46,14/05/2020,FNB,Fnb Corp/pa/,Delie Vincent J Jr,"COB, Pres, CEO",P - Purchase,$6.50,20000,567821,4%,"+$130,000",
,14/05/2020 21:10,14/05/2020,VVNT,"Vivint Smart Home, Inc.",Pedersen Todd R.,CEO,P - Purchase,$11.61,10869,82217,15%,"+$126,180",
,15/05/2020 08:06,14/05/2020,KAMN,Kaman Corp,Keating Neal J,"Chm, Pres, CEO",P - Purchase,$30.56,3300,230679,1%,"+$100,834",
,15/05/2020 09:30,14/05/2020,CCRN,Cross Country Healthcare Inc,Clark Kevin Cronin,"Pres, CEO",P - Purchase,$4.62,23147,498306,5%,"+$106,939",
,15/05/2020 14:13,14/05/2020,GEOS,Geospace Technologies Corp,Wheeler Walter R.,"Pres, CEO",P - Purchase,$5.92,5000,117306,4%,"+$29,600",
,15/05/2020 14:22,14/05/2020,HAFC,Hanmi Financial Corp,Lee Bonita,"Pres, CEO",P - Purchase,$7.80,4000,60023,7%,"+$31,200",
D,15/05/2020 16:15,14/05/2020,JRVR,"James River Group Holdings, Ltd.",Doran Sarah C.,CFO,P - Purchase,$29.40,2555,46270,6%,"+$75,117",
,15/05/2020 16:22,14/05/2020,HT,Hersha Hospitality Trust,Shah Jay H,CEO,P - Purchase,$3.73,10000,537755,2%,"+$37,281",
,15/05/2020 17:43,14/05/2020,CNDT,Conduent Inc,Skelton Clifford,CEO,P - Purchase,$1.80,55560,2281322,2%,"+$100,008",
,15/05/2020 18:00,14/05/2020,FCPT,"Four Corners Property Trust, Inc.",Lenehan William H,"Pres, CEO",P - Purchase,$17.79,11300,342253,3%,"+$201,027",
,15/05/2020 20:26,14/05/2020,HIL,"Hill International, Inc.",Weintraub Todd E,CFO,P - Purchase,$1.36,36100,112438,47%,"+$49,096",
,13/05/2020 15:06,13/05/2020,BCO,Brinks Co,Pertz Douglas A,"Pres, CEO",P - Purchase,$33.60,5000,380940,1%,"+$168,000",
,13/05/2020 16:06,13/05/2020,TPIC,"Tpi Composites, Inc",Lockard Steven C,CEO,P - Purchase,$18.23,5000,345436,1%,"+$91,150",
,13/05/2020 16:08,13/05/2020,CLH,Clean Harbors Inc,Battles Michael Louis,"EVP, CFO",P - Purchase,$46.45,1650,38228,5%,"+$76,643",
,13/05/2020 16:21,13/05/2020,FDBC,Fidelity D & D Bancorp Inc,Santaniello Daniel J,"Pres, CEO",P - Purchase,$32.23,1000,41076,2%,"+$32,230",
,13/05/2020 16:26,13/05/2020,ZBH,"Zimmer Biomet Holdings, Inc.",Hanson Bryan C,"Pres, CEO",P - Purchase,$113.00,1000,54568,2%,"+$113,000",
,13/05/2020 16:35,13/05/2020,SYNL,Synalloy Corp,Bram Craig C,"CEO, Pres",P - Purchase,$8.87,3000,355293,1%,"+$26,610",
,13/05/2020 16:45,13/05/2020,AMG,"Affiliated Managers Group, Inc.",Horgen Jay C.,"Pres, CEO",P - Purchase,$59.26,10000,143167,8%,"+$592,600",
D,13/05/2020 17:09,13/05/2020,BHB,Bar Harbor Bankshares,Simard Curtis C,"Pres, CEO",P - Purchase,$17.22,2300,43709,6%,"+$39,617",
,13/05/2020 17:08,13/05/2020,OMF,"Onemain Holdings, Inc.",Conrad Micah R.,"EVP, CFO",P - Purchase,$18.86,2500,25299,11%,"+$47,150",
D,13/05/2020 17:14,13/05/2020,OPBK,Op Bancorp,Oh Christine Yoon,CFO,P - Purchase,$5.80,10000,125113,9%,"+$57,995",
,13/05/2020 17:33,13/05/2020,CSFL,Centerstate Bank Corp,Corbett John C,"Pres, CEO",P - Purchase,$13.51,10000,117688,9%,"+$135,050",
,13/05/2020 17:52,13/05/2020,ACM,Aecom,Rudd Troy,"EVP, CFO",P - Purchase,$30.05,8343,76870,12%,"+$250,711",
,13/05/2020 18:17,13/05/2020,CR,Crane Co /de/,Mitchell Max H,"Pres, CEO",P - Purchase,$46.27,1500,232107,1%,"+$69,405",
,14/05/2020 09:00,13/05/2020,BCO,Brinks Co,Pertz Douglas A,"Pres, CEO",P - Purchase,$35.00,5000,385940,1%,"+$175,000",
,14/05/2020 11:33,13/05/2020,VVNT,"Vivint Smart Home, Inc.",Pedersen Todd R.,CEO,P - Purchase,$11.58,25367,71348,55%,"+$293,785",
D,14/05/2020 13:27,13/05/2020,APYX,Apyx Medical Corp,Goodwin Charles D. II,CEO,P - Purchase,$3.30,28250,28250,New,"+$93,197",
,14/05/2020 15:27,13/05/2020,ALTM,Altus Midstream Co,Bretches D. Clay,CEO,P - Purchase,$0.56,100000,360000,38%,"+$55,500",
,14/05/2020 16:04,13/05/2020,AMBC,Ambac Financial Group Inc,Leblanc Claude,CEO,P - Purchase,$11.75,8425,143555,6%,"+$98,994",
,14/05/2020 16:28,13/05/2020,SWM,Schweitzer Mauduit International Inc,Kramer Jeffrey,CEO,P - Purchase,$26.68,4000,187937,2%,"+$106,708",
,14/05/2020 16:51,13/05/2020,WBS,Webster Financial Corp,Macinnes Glenn I,EVP-CFO,P - Purchase,$21.34,5000,115502,5%,"+$106,681",
,14/05/2020 18:00,13/05/2020,LILA,Liberty Latin America Ltd.,Nair Balan,"Pres, CEO",P - Purchase,$8.70,11500,249027,5%,"+$100,064",
,14/05/2020 18:07,13/05/2020,WAFD,Washington Federal Inc,Beardall Brent J,"Pres, CEO",P - Purchase,$23.42,4167,289600,1%,"+$97,591",
,14/05/2020 19:35,13/05/2020,JMP,Jmp Group LLC,Jolson Joseph A,"CEO, 10%",P - Purchase,$2.64,33390,6663479,1%,"+$88,223",
,14/05/2020 19:49,13/05/2020,VSTO,Vista Outdoor Inc.,Metz Christopher T,CEO,P - Purchase,$7.11,35000,589929,6%,"+$248,675",
,14/05/2020 20:04,13/05/2020,PROS,"Prosight Global, Inc.",Hannon Lawrence,"Pres, CEO",P - Purchase,$9.76,6266,156291,4%,"+$61,165",
,12/05/2020 16:53,12/05/2020,TSC,"Tristate Capital Holdings, Inc.",Fetterolf Brian S,"CEO, TSC Bank, Dir TSC",P - Purchase,$13.27,2000,303206,1%,"+$26,540",
,12/05/2020 17:16,12/05/2020,MYE,Myers Industries Inc,McGaugh Michael P.,"Pres, CEO",P - Purchase,$12.14,25000,50000,100%,"+$303,500",
,12/05/2020 17:30,12/05/2020,HIL,"Hill International, Inc.",Weintraub Todd E,CFO,P - Purchase,$1.60,17241,76338,29%,"+$27,586",
M,12/05/2020 19:50,12/05/2020,ETH,Ethan Allen Interiors Inc,Kathwari M Farooq,"COB, Pres, CEO, 10%",P - Purchase,$9.80,30000,1934377,2%,"+$293,853",
,12/05/2020 21:52,12/05/2020,VVNT,"Vivint Smart Home, Inc.",Pedersen Todd R.,CEO,P - Purchase,$12.93,25367,45981,123%,"+$327,981",
,13/05/2020 08:55,12/05/2020,TURN,180 Degree Capital Corp. /ny/,Rendino Kevin,"COB, CEO",P - Purchase,$1.57,25000,838043,3%,"+$39,278",
,13/05/2020 12:48,12/05/2020,MDU,Mdu Resources Group Inc,Goodin David L,"Pres, CEO",P - Purchase,$20.16,5000,286003,2%,"+$100,820",
,13/05/2020 14:50,12/05/2020,STFC,State Auto Financial Corp,Larocco Michael,"Pres, CEO",P - Purchase,$19.68,7000,0,-100%,"+$137,760",
,13/05/2020 15:07,12/05/2020,BCO,Brinks Co,Domanico Ronald James,"EVP, CFO",P - Purchase,$38.02,5234,98070,6%,"+$198,981",
,13/05/2020 15:15,12/05/2020,SREV,"Servicesource International, Inc.",Moore Gary B,CEO,P - Purchase,$1.31,78125,917662,9%,"+$102,344",
,13/05/2020 17:21,12/05/2020,XPO,"Xpo Logistics, Inc.",Wyshner David B,CFO,P - Purchase,$67.13,1500,1500,New,"+$100,695",
,11/05/2020 17:48,11/05/2020,WTRE,Watford Holdings Ltd.,Levy Jon D.,CEO,P - Purchase,$12.85,1946,28538,7%,"+$25,006",
,11/05/2020 20:20,11/05/2020,VVNT,"Vivint Smart Home, Inc.",Pedersen Todd R.,CEO,P - Purchase,$11.80,20614,20614,New,"+$243,245",
,12/05/2020 16:00,11/05/2020,UGI,Ugi Corp /pa/,Walsh John L,"Pres, CEO",P - Purchase,$30.45,8000,457879,2%,"+$243,595",
,12/05/2020 17:26,11/05/2020,VRTV,Veritiv Corp,Laschinger Mary A,"COB, CEO",P - Purchase,$10.27,9750,307419,3%,"+$100,125",
D,08/05/2020 13:39,08/05/2020,ONB,Old National Bancorp /in/,Ryan James C III,"COB, CEO",P - Purchase,$12.91,3800,269527,1%,"+$49,058",
,07/05/2020 16:32,07/05/2020,JELD,"Jeld-Wen Holding, Inc.",Michel Gary S,"Pres, CEO",P - Purchase,$12.68,10000,202132,5%,"+$126,800",
,07/05/2020 18:05,07/05/2020,FLXS,Flexsteel Industries Inc,Schmidt Derek P,"CFO, COO",P - Purchase,$8.32,10820,22415,93%,"+$90,022",
M,08/05/2020 07:45,07/05/2020,OPK,"Opko Health, Inc.",Frost Phillip Md Et Al,"CEO, COB, 10%",P - Purchase,$2.08,400000,222867822,0%,"+$831,606",
D,08/05/2020 09:15,07/05/2020,CHMG,Chemung Financial Corp,Tomson Anders,"Pres, CEO",P - Purchase,$25.14,2000,34641,6%,"+$50,281",
,08/05/2020 16:48,07/05/2020,JRVR,"James River Group Holdings, Ltd.",Abram J Adam,CEO,P - Purchase,$31.86,15384,471416,3%,"+$490,076",
D,08/05/2020 16:49,07/05/2020,HBIO,Harvard Bioscience Inc,Green James W,CEO,P - Purchase,$2.53,10000,1512445,1%,"+$25,300",
,06/05/2020 11:31,06/05/2020,MSBI,"Midland States Bancorp, Inc.",Ludwig Jeffrey G.,"Pres,amp; CEO",P - Purchase,$14.94,5000,210725,2%,"+$74,720",
,06/05/2020 18:00,06/05/2020,WTRE,Watford Holdings Ltd.,Hawley Robert L.,CFO,P - Purchase,$11.50,3000,21078,17%,"+$34,500",
,06/05/2020 18:57,06/05/2020,WH,"Wyndham Hotels & Resorts, Inc.",Ballotti Geoffrey A,"Pres, CEO",P - Purchase,$39.39,10000,308944,3%,"+$393,920",
,07/05/2020 14:57,06/05/2020,RIVE,Riverview Financial Corp,Fulk Brett D,"Pres, CEO",P - Purchase,$6.50,7000,49596,16%,"+$45,500",
D,07/05/2020 15:06,06/05/2020,NFBK,"Northfield Bancorp, Inc.",Klein Steven M,"Pres, CEO",P - Purchase,$10.65,10000,471046,2%,"+$106,500",
D,07/05/2020 15:17,06/05/2020,AGNC,Agnc Investment Corp.,Kain Gary D,"Dir, CEO,, CIO",P - Purchase,$12.60,189188,2299038,9%,"+$2,383,390",
,05/05/2020 17:21,05/05/2020,FNWB,First Northwest Bancorp,Deines Matthew,"Pres, CEO",P - Purchase,$11.55,5000,53500,10%,"+$57,755",
,06/05/2020 16:17,05/05/2020,BPFH,Boston Private Financial Holdings Inc,Dechellis Anthony,"CEO, Pres",P - Purchase,$7.40,61745,270542,30%,"+$457,217",
D,06/05/2020 16:37,05/05/2020,FISI,Financial Institutions Inc,Birmingham Martin Kearney,"Pres, CEO",P - Purchase,$18.83,5000,105347,5%,"+$94,150",
,04/05/2020 16:09,04/05/2020,AIT,Applied Industrial Technologies Inc,Schrimsher Neil A,"Pres, CEO",P - Purchase,$47.81,4200,175209,2%,"+$200,802",
,04/05/2020 18:03,04/05/2020,NLY,Annaly Capital Management Inc,Wolfe Serena,CFO,P - Purchase,$5.99,20000,20000,New,"+$119,800",
,04/05/2020 18:02,04/05/2020,NLY,Annaly Capital Management Inc,Finkelstein David L,"CEO, CIO",P - Purchase,$6.03,100000,500000,25%,"+$603,000",
,04/05/2020 18:45,04/05/2020,UNVR,Univar Solutions Inc.,Alexos Nicholas W,"EVP, CFO",P - Purchase,$13.33,250000,250000,New,"+$3,333,725",
,05/05/2020 16:19,04/05/2020,BPFH,Boston Private Financial Holdings Inc,Dechellis Anthony,"CEO, Pres",P - Purchase,$7.00,14586,185128,9%,"+$102,044",
,05/05/2020 16:21,04/05/2020,BPFH,Boston Private Financial Holdings Inc,Dechellis Anthony,"CEO, Pres",P - Purchase,$7.20,23169,208797,12%,"+$166,912",
,05/05/2020 16:56,04/05/2020,BRKL,Brookline Bancorp Inc,Carlson Carl M,CFO,P - Purchase,$9.11,3000,80512,4%,"+$27,330",
,01/05/2020 14:17,01/05/2020,NFBK,"Northfield Bancorp, Inc.",Klein Steven M,"Pres, CEO",P - Purchase,$11.00,9000,461046,2%,"+$98,997",
,01/05/2020 15:25,01/05/2020,OSBC,Old Second Bancorp Inc,Eccher James,CEO,P - Purchase,$8.28,12033,311580,4%,"+$99,622",
,28/04/2020 20:16,28/04/2020,EIG,"Employers Holdings, Inc.",Paquette Michael Scott,"EVP, CFO",P - Purchase,$29.32,7500,34413,28%,"+$219,870",
,28/04/2020 17:34,27/04/2020,TRST,Trustco Bank Corp N Y,McCormick Robert J,"COB, Pres, CEO",P - Purchase,$5.91,65000,1492879,5%,"+$384,150",
D,23/04/2020 15:57,23/04/2020,DRI,Darden Restaurants Inc,Lee Eugene I Jr,"Pres, CEO",P - Purchase,$58.50,25641,177264,17%,"+$1,499,999",
,23/04/2020 16:01,23/04/2020,DRI,Darden Restaurants Inc,Cardenas Ricardo,SVP CFO,P - Purchase,$58.50,2991,22432,15%,"+$174,974",
,23/04/2020 16:23,23/04/2020,TREC,Trecora Resources,Quarles Patrick D.,"Pres, CEO",P - Purchase,$5.41,5092,213159,2%,"+$27,548",
,22/04/2020 17:18,22/04/2020,TREC,Trecora Resources,Quarles Patrick D.,"Pres, CEO",P - Purchase,$5.40,5810,208067,3%,"+$31,374",
,23/04/2020 19:54,22/04/2020,NJMC,New Jersey Mining Co,Swallow John,"Pres, CEO",P - Purchase,$0.13,370370,16847373,2%,"+$48,148",
,22/04/2020 09:22,21/04/2020,TSC,"Tristate Capital Holdings, Inc.",Fetterolf Brian S,"CEO, TSC Bank, Dir TSC",P - Purchase,$12.96,8500,305206,3%,"+$110,160",
,21/04/2020 08:48,20/04/2020,TREC,Trecora Resources,Quarles Patrick D.,"Pres, CEO",P - Purchase,$5.75,7231,199033,4%,"+$41,578",
,17/04/2020 15:59,17/04/2020,TREC,Trecora Resources,Quarles Patrick D.,"Pres, CEO",P - Purchase,$5.67,15066,191802,9%,"+$85,424",
D,17/04/2020 16:19,17/04/2020,GME,Gamestop Corp.,Sherman George E Jr,CEO,P - Purchase,$4.52,25000,1127762,2%,"+$112,910",
,16/04/2020 13:58,16/04/2020,RHP,"Ryman Hospitality Properties, Inc.",Reed Colin V,"COB, CEO",P - Purchase,$27.16,21900,1458445,2%,"+$594,828",
,16/04/2020 16:00,16/04/2020,TREC,Trecora Resources,Quarles Patrick D.,"Pres, CEO",P - Purchase,$5.22,13625,176736,8%,"+$71,123",
,17/04/2020 08:02,16/04/2020,OPK,"Opko Health, Inc.",Frost Phillip Md Et Al,"CEO, COB, 10%",P - Purchase,$1.63,25000,222142822,0%,"+$40,738",
,16/04/2020 08:20,15/04/2020,OPK,"Opko Health, Inc.",Frost Phillip Md Et Al,"CEO, COB, 10%",P - Purchase,$1.55,200000,222117822,0%,"+$309,377",
,16/04/2020 08:42,15/04/2020,TREC,Trecora Resources,Quarles Patrick D.,"Pres, CEO",P - Purchase,$5.05,6188,163111,4%,"+$31,249",
,15/04/2020 07:37,14/04/2020,TREC,Trecora Resources,Quarles Patrick D.,"Pres, CEO",P - Purchase,$5.31,10489,156923,7%,"+$55,657",
,15/04/2020 17:14,14/04/2020,RUBY,"Rubius Therapeutics, Inc.",Cagnoni Pablo J,"CEO, Pres",P - Purchase,$4.70,21000,21000,New,"+$98,694",
,13/04/2020 17:19,13/04/2020,KROS,"Keros Therapeutics, Inc.",Seehra Jasbir,CEO,P - Purchase,$16.00,20000,243856,9%,"+$320,000",
,14/04/2020 09:19,13/04/2020,TREC,Trecora Resources,Quarles Patrick D.,"Pres, CEO",P - Purchase,$5.24,7349,146434,5%,"+$38,538",
,14/04/2020 17:32,13/04/2020,WTTR,"Select Energy Services, Inc.",Ladhani Holli C.,"Pres, CEO",P - Purchase,$3.44,14524,672321,2%,"+$49,963",
,09/04/2020 16:03,08/04/2020,HQI,"Hirequest, Inc.",Hermanns Richard,"Pres, CEO, 10%",P - Purchase,$6.64,6500,5836190,0%,"+$43,180",
D,08/04/2020 08:02,07/04/2020,OPK,"Opko Health, Inc.",Frost Phillip Md Et Al,"CEO, COB, 10%",P - Purchase,$1.28,400000,221917822,0%,"+$510,984",
,06/04/2020 14:04,06/04/2020,ARR,"Armour Residential Reit, Inc.",Ulm Scott,"Co-CEO, CIO",P - Purchase,$6.90,10000,234864,4%,"+$69,000",
,07/04/2020 17:04,06/04/2020,LYB,Lyondellbasell Industries N.V.,Patel Bhavesh V.,CEO,P - Purchase,$49.35,4654,372764,1%,"+$229,675",
,03/04/2020 07:41,02/04/2020,OPK,"Opko Health, Inc.",Frost Phillip Md Et Al,"CEO, COB, 10%",P - Purchase,$1.16,500000,221467822,0%,"+$581,185",
,02/04/2020 08:12,01/04/2020,OPK,"Opko Health, Inc.",Frost Phillip Md Et Al,"CEO, COB, 10%",P - Purchase,$1.23,643549,220967822,0%,"+$793,012",
,31/03/2020 16:40,31/03/2020,JCAP,"Jernigan Capital, Inc.",Good John A,CEO,P - Purchase,$10.40,3000,302247,1%,"+$31,200",
,31/03/2020 18:17,31/03/2020,LILA,Liberty Latin America Ltd.,Nair Balan,"Pres, CEO",P - Purchase,$10.49,9500,220374,5%,"+$99,646",
,01/04/2020 09:04,31/03/2020,SBBX,Sb One Bancorp,Duarte Adriano M.,"EVP, CFO",P - Purchase,$16.70,1820,43616,4%,"+$30,394",
,01/04/2020 14:57,31/03/2020,SLB,Schlumberger Limited/nv,Le Peuch Olivier,CEO,P - Purchase,$13.77,10000,163612,7%,"+$137,650",
,01/04/2020 16:39,31/03/2020,SHO,"Sunstone Hotel Investors, Inc.",Arabia John V,"Pres, CEO",P - Purchase,$8.69,50000,1081303,5%,"+$434,595",
,31/03/2020 07:30,30/03/2020,LOAN,"Manhattan Bridge Capital, Inc",Ran Assaf,"Pres, CEO, 10%",P - Purchase,$3.87,7500,2572500,0%,"+$29,052",
,31/03/2020 08:06,30/03/2020,OPK,"Opko Health, Inc.",Frost Phillip Md Et Al,"CEO, COB, 10%",P - Purchase,$1.35,161968,220324273,0%,"+$218,037",
,31/03/2020 15:00,30/03/2020,MGM,Mgm Resorts International,Hornbuckle William,"Pres, ACTING CEO",P - Purchase,$12.02,41300,376614,12%,"+$496,384",
,31/03/2020 15:02,30/03/2020,MGM,Mgm Resorts International,Sanders Corey Ian,CFO,P - Purchase,$12.00,24991,448068,6%,"+$299,885",
,31/03/2020 15:52,30/03/2020,WOR,Worthington Industries Inc,Hayek Joseph B,"VP, CFO",P - Purchase,$26.14,1500,121815,1%,"+$39,210",
,31/03/2020 16:38,30/03/2020,MG,"Mistras Group, Inc.",Bertolotti Dennis,"Pres, CEO",P - Purchase,$4.49,6000,178489,3%,"+$26,910",
M,27/03/2020 13:17,27/03/2020,SLCT,"Select Bancorp, Inc.",Hedgepeth William L,"Pres, CEO",P - Purchase,$7.67,5000,54897,10%,"+$38,350",
M,26/03/2020 16:01,26/03/2020,PKOH,Park Ohio Holdings Corp,Fogarty Patrick W,"VP, CFO",P - Purchase,$17.00,2000,81907,3%,"+$34,000",
,26/03/2020 18:02,26/03/2020,CIO,"City Office Reit, Inc.",Farrar James Thomas,CEO,P - Purchase,$8.06,16500,333956,5%,"+$132,990",
,27/03/2020 08:01,26/03/2020,OPK,"Opko Health, Inc.",Frost Phillip Md Et Al,"CEO, COB, 10%",P - Purchase,$1.38,200000,220062305,0%,"+$275,445",
D,25/03/2020 16:36,25/03/2020,CMP,Compass Minerals International Inc,Standen James D.,CFO,P - Purchase,$39.50,2500,7778,47%,"+$98,750",
,24/03/2020 09:52,24/03/2020,HIBB,Hibbett Sports Inc,Longo Michael E,"CEO, Pres",P - Purchase,$9.00,15000,30000,100%,"+$135,000",
,24/03/2020 13:11,24/03/2020,CXP,"Columbia Property Trust, Inc.",Mills E Nelson,"Pres, CEO",P - Purchase,$8.34,6000,482264,1%,"+$50,040",
,25/03/2020 06:05,24/03/2020,KRP,"Kimbell Royalty Partners, LP",Ravnaas Robert D.,CEO,P - Purchase,$4.74,39390,744632,6%,"+$186,709",
